,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:03:42.951000,VER,1,0 days 00:01:29.739000,1.0,1.0,0 days 00:28:52.345000,,,32.819,29.417,,0 days 01:03:13.537000,0 days 01:03:43.025000,259.0,272.0,270.0,276.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:12.915000,2022-05-22 13:03:12.928,2,2.0,False,,False,False,89.739,
1,0 days 01:05:10.460000,VER,1,0 days 00:01:27.509000,2.0,1.0,,,24.345,33.238,29.926,0 days 01:04:07.260000,0 days 01:04:40.498000,0 days 01:05:10.424000,262.0,264.0,271.0,299.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:03:42.951000,2022-05-22 13:04:42.964,1,2.0,False,,False,True,87.509,87.509
2,0 days 01:06:38.034000,VER,1,0 days 00:01:27.574000,3.0,1.0,,,24.494,33.214,29.866,0 days 01:05:34.918000,0 days 01:06:08.132000,0 days 01:06:37.998000,254.0,258.0,269.0,297.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:05:10.460000,2022-05-22 13:06:10.473,1,2.0,False,,False,True,87.574,87.574
3,0 days 01:08:05.635000,VER,1,0 days 00:01:27.601000,4.0,1.0,,,24.462,33.042,30.097,0 days 01:07:02.460000,0 days 01:07:35.502000,0 days 01:08:05.599000,260.0,263.0,268.0,,False,SOFT,7.0,False,Red Bull Racing,0 days 01:06:38.034000,2022-05-22 13:07:38.047,1,2.0,False,,False,True,87.601,87.601
4,0 days 01:09:33.572000,VER,1,0 days 00:01:27.937000,5.0,1.0,,,24.486,33.222,30.229,0 days 01:08:30.085000,0 days 01:09:03.307000,0 days 01:09:33.536000,258.0,267.0,268.0,,False,SOFT,8.0,False,Red Bull Racing,0 days 01:08:05.635000,2022-05-22 13:09:05.648,1,2.0,False,,False,True,87.937,87.937
5,0 days 01:11:01.333000,VER,1,0 days 00:01:27.761000,6.0,1.0,,,24.334,33.237,30.19,0 days 01:09:57.870000,0 days 01:10:31.107000,0 days 01:11:01.297000,259.0,267.0,269.0,298.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:09:33.572000,2022-05-22 13:10:33.585,1,2.0,False,,False,True,87.761,87.761
6,0 days 01:12:29.403000,VER,1,0 days 00:01:28.070000,7.0,1.0,,,24.501,33.262,30.307,0 days 01:11:25.798000,0 days 01:11:59.060000,0 days 01:12:29.367000,262.0,264.0,267.0,296.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:11:01.333000,2022-05-22 13:12:01.346,2,2.0,False,,False,True,88.07,88.07000000000001
7,0 days 01:13:57.518000,VER,1,0 days 00:01:28.115000,8.0,1.0,,,24.383,33.323,30.409,0 days 01:12:53.750000,0 days 01:13:27.073000,0 days 01:13:57.482000,,266.0,268.0,298.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:12:29.403000,2022-05-22 13:13:29.416,1,2.0,False,,False,True,88.115,88.11500000000001
8,0 days 01:15:33.981000,VER,1,0 days 00:01:36.463000,9.0,1.0,,,24.368,41.369,30.726,0 days 01:14:21.850000,0 days 01:15:03.219000,0 days 01:15:33.945000,263.0,261.0,277.0,299.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:13:57.518000,2022-05-22 13:14:57.531,2,4.0,False,,False,True,96.463,96.463
9,0 days 01:17:03.243000,VER,1,0 days 00:01:29.262000,10.0,1.0,,,24.056,34.172,31.034,0 days 01:15:58.001000,0 days 01:16:32.173000,0 days 01:17:03.207000,246.0,263.0,276.0,322.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:15:33.981000,2022-05-22 13:16:33.994,1,4.0,False,,False,True,89.262,89.262
