,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:44:25.003000,VER,1,0 days 00:01:44.415000,1.0,1.0,0 days 00:08:24.606000,,,29.745,43.526,,0 days 00:43:41.462000,0 days 00:44:25.051000,106.0,277.0,288.0,314.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:42:40.279000,2022-07-24 13:03:40.570,2,2.0,False,,False,False,104.415,
1,0 days 00:46:03.333000,VER,1,0 days 00:01:38.330000,2.0,1.0,,,25.101,29.683,43.546,0 days 00:44:50.080000,0 days 00:45:19.763000,0 days 00:46:03.309000,109.0,276.0,288.0,312.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:44:25.003000,2022-07-24 13:05:25.294,1,2.0,False,,False,True,98.33,98.33
2,0 days 00:47:41.450000,VER,1,0 days 00:01:38.117000,3.0,1.0,,,24.93,29.604,43.583,0 days 00:46:28.239000,0 days 00:46:57.843000,0 days 00:47:41.426000,107.0,277.0,298.0,331.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:46:03.333000,2022-07-24 13:07:03.624,1,2.0,False,,False,True,98.117,98.11699999999999
3,0 days 00:49:19.840000,VER,1,0 days 00:01:38.390000,4.0,1.0,,,25.088,29.607,43.695,0 days 00:48:06.514000,0 days 00:48:36.121000,0 days 00:49:19.816000,105.0,277.0,289.0,329.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:47:41.450000,2022-07-24 13:08:41.741,1,2.0,False,,False,True,98.39,98.39
4,0 days 00:50:58.560000,VER,1,0 days 00:01:38.720000,5.0,1.0,,,25.082,29.713,43.925,0 days 00:49:44.898000,0 days 00:50:14.611000,0 days 00:50:58.536000,107.0,276.0,298.0,334.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:49:19.840000,2022-07-24 13:10:20.131,1,2.0,False,,False,True,98.72,98.72
5,0 days 00:52:37.194000,VER,1,0 days 00:01:38.634000,6.0,1.0,,,25.036,29.828,43.77,0 days 00:51:23.572000,0 days 00:51:53.400000,0 days 00:52:37.170000,106.0,278.0,298.0,333.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 00:50:58.560000,2022-07-24 13:11:58.851,1,2.0,False,,False,True,98.634,98.63400000000001
6,0 days 00:54:16.413000,VER,1,0 days 00:01:39.219000,7.0,1.0,,,25.215,30.021,43.983,0 days 00:53:02.385000,0 days 00:53:32.406000,0 days 00:54:16.389000,,277.0,299.0,337.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:52:37.194000,2022-07-24 13:13:37.485,1,2.0,False,,False,True,99.219,99.219
7,0 days 00:55:55.572000,VER,1,0 days 00:01:39.159000,8.0,1.0,,,25.264,29.965,43.93,0 days 00:54:41.653000,0 days 00:55:11.618000,0 days 00:55:55.548000,109.0,278.0,299.0,334.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 00:54:16.413000,2022-07-24 13:15:16.704,1,2.0,False,,False,True,99.159,99.15899999999999
8,0 days 00:57:34.702000,VER,1,0 days 00:01:39.130000,9.0,1.0,,,25.135,29.977,44.018,0 days 00:56:20.683000,0 days 00:56:50.660000,0 days 00:57:34.678000,,278.0,299.0,329.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 00:55:55.572000,2022-07-24 13:16:55.863,1,2.0,True,TRACK LIMITS AT TURN 6 LAP 9 ,False,True,99.13,99.13
9,0 days 00:59:13.745000,VER,1,0 days 00:01:39.043000,10.0,1.0,,,25.203,30.111,43.729,0 days 00:57:59.881000,0 days 00:58:29.992000,0 days 00:59:13.721000,106.0,277.0,299.0,326.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:57:34.702000,2022-07-24 13:18:34.993,1,2.0,False,,False,True,99.043,99.043
