,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 02:06:36.994000,VER,1,0 days 00:02:36.498000,1.0,2.0,0 days 02:04:19.299000,0 days 02:04:18.366000,,64.033,32.861,,0 days 02:06:04.227000,0 days 02:06:37.061000,107.0,123.0,149.0,197.0,False,INTERMEDIATE,1.0,False,Red Bull Racing,0 days 02:04:00.206000,2022-05-29 14:05:00.227,2,4.0,False,,False,False,156.498,
1,0 days 02:08:59.608000,VER,1,0 days 00:02:22.614000,2.0,2.0,,,35.053,65.095,42.466,0 days 02:07:12.063000,0 days 02:08:17.158000,0 days 02:08:59.624000,74.0,114.0,220.0,175.0,True,INTERMEDIATE,2.0,False,Red Bull Racing,0 days 02:06:36.994000,2022-05-29 14:07:37.015,4,4.0,False,,False,False,142.614,142.614
2,0 days 02:10:45.211000,VER,1,0 days 00:01:45.603000,3.0,2.0,,,28.867,48.671,28.065,0 days 02:09:28.491000,0 days 02:10:17.162000,0 days 02:10:45.227000,128.0,128.0,230.0,231.0,True,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 02:08:59.608000,2022-05-29 14:09:59.629,1,4.0,False,,False,False,105.603,105.603
3,0 days 02:12:26.637000,VER,1,0 days 00:01:41.426000,4.0,2.0,,,27.463,46.871,27.092,0 days 02:11:12.690000,0 days 02:11:59.561000,0 days 02:12:26.653000,139.0,131.0,233.0,244.0,True,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 02:10:45.211000,2022-05-29 14:11:45.232,1,4.0,False,,False,True,101.426,101.426
4,0 days 02:14:07.555000,VER,1,0 days 00:01:40.918000,5.0,2.0,,,27.345,46.573,27.0,0 days 02:12:53.998000,0 days 02:13:40.571000,0 days 02:14:07.571000,137.0,135.0,239.0,249.0,True,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 02:12:26.637000,2022-05-29 14:13:26.658,1,4.0,False,,False,True,100.918,100.918
5,0 days 02:15:45.706000,VER,1,0 days 00:01:38.151000,6.0,2.0,,,26.371,45.57,26.21,0 days 02:14:33.942000,0 days 02:15:19.512000,0 days 02:15:45.722000,148.0,143.0,242.0,254.0,True,INTERMEDIATE,6.0,False,Red Bull Racing,0 days 02:14:07.555000,2022-05-29 14:15:07.576,2,4.0,False,,False,True,98.151,98.15100000000001
6,0 days 02:17:23.734000,VER,1,0 days 00:01:38.028000,7.0,2.0,,,26.098,45.609,26.321,0 days 02:16:11.820000,0 days 02:16:57.429000,0 days 02:17:23.750000,145.0,134.0,241.0,258.0,True,INTERMEDIATE,7.0,False,Red Bull Racing,0 days 02:15:45.706000,2022-05-29 14:16:45.727,1,4.0,False,,False,True,98.028,98.02799999999999
7,0 days 02:19:01.449000,VER,1,0 days 00:01:37.715000,8.0,2.0,,,25.906,45.622,26.187,0 days 02:17:49.656000,0 days 02:18:35.278000,0 days 02:19:01.465000,151.0,137.0,242.0,257.0,True,INTERMEDIATE,8.0,False,Red Bull Racing,0 days 02:17:23.734000,2022-05-29 14:18:23.755,1,4.0,False,,False,True,97.715,97.71499999999999
8,0 days 02:20:38.400000,VER,1,0 days 00:01:36.951000,9.0,2.0,,,25.43,45.147,26.374,0 days 02:19:26.895000,0 days 02:20:12.042000,0 days 02:20:38.416000,162.0,127.0,242.0,257.0,True,INTERMEDIATE,9.0,False,Red Bull Racing,0 days 02:19:01.449000,2022-05-29 14:20:01.470,1,4.0,False,,False,True,96.951,96.951
9,0 days 02:22:15.234000,VER,1,0 days 00:01:36.834000,10.0,2.0,,,25.577,45.204,26.053,0 days 02:21:03.993000,0 days 02:21:49.197000,0 days 02:22:15.250000,153.0,135.0,243.0,256.0,True,INTERMEDIATE,10.0,False,Red Bull Racing,0 days 02:20:38.400000,2022-05-29 14:21:38.421,2,4.0,False,,False,True,96.834,96.834
