,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:03:32.269000,VER,1,0 days 00:01:25.253000,1.0,1.0,0 days 00:25:06.622000,,,32.168,21.194,,0 days 01:03:11.139000,0 days 01:03:32.348000,282.0,276.0,243.0,309.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:06.736000,2022-10-30 20:03:06.747,1,1.0,False,,False,False,85.253,
1,0 days 01:04:55.516000,VER,1,0 days 00:01:23.247000,2.0,1.0,,,29.506,32.501,21.24,0 days 01:04:01.775000,0 days 01:04:34.276000,0 days 01:04:55.516000,277.0,278.0,243.0,323.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:03:32.269000,2022-10-30 20:04:32.280,1,1.0,False,,False,True,83.247,83.247
2,0 days 01:06:18.595000,VER,1,0 days 00:01:23.079000,3.0,1.0,,,29.441,32.347,21.291,0 days 01:05:24.957000,0 days 01:05:57.304000,0 days 01:06:18.595000,274.0,276.0,243.0,,True,SOFT,6.0,False,Red Bull Racing,0 days 01:04:55.516000,2022-10-30 20:05:55.527,1,1.0,False,,False,True,83.079,83.079
3,0 days 01:07:42.161000,VER,1,0 days 00:01:23.566000,4.0,1.0,,,29.61,32.502,21.454,0 days 01:06:48.205000,0 days 01:07:20.707000,0 days 01:07:42.161000,277.0,275.0,243.0,324.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:06:18.595000,2022-10-30 20:07:18.606,1,1.0,False,,False,True,83.566,83.566
4,0 days 01:09:05.387000,VER,1,0 days 00:01:23.226000,5.0,1.0,,,29.522,32.386,21.318,0 days 01:08:11.683000,0 days 01:08:44.069000,0 days 01:09:05.387000,281.0,277.0,243.0,,False,SOFT,8.0,False,Red Bull Racing,0 days 01:07:42.161000,2022-10-30 20:08:42.172,1,1.0,False,,False,True,83.226,83.226
5,0 days 01:10:28.681000,VER,1,0 days 00:01:23.294000,6.0,1.0,,,29.673,32.209,21.412,0 days 01:09:35.060000,0 days 01:10:07.269000,0 days 01:10:28.681000,280.0,276.0,242.0,316.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:09:05.387000,2022-10-30 20:10:05.398,1,1.0,False,,False,True,83.294,83.29400000000001
6,0 days 01:11:51.796000,VER,1,0 days 00:01:23.115000,7.0,1.0,,,29.521,32.183,21.411,0 days 01:10:58.202000,0 days 01:11:30.385000,0 days 01:11:51.796000,281.0,276.0,242.0,323.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:10:28.681000,2022-10-30 20:11:28.692,1,1.0,False,,False,True,83.115,83.11500000000001
7,0 days 01:13:15.088000,VER,1,0 days 00:01:23.292000,8.0,1.0,,,29.577,32.221,21.494,0 days 01:12:21.373000,0 days 01:12:53.594000,0 days 01:13:15.088000,,276.0,242.0,321.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:11:51.796000,2022-10-30 20:12:51.807,1,1.0,False,,False,True,83.292,83.292
8,0 days 01:14:38.334000,VER,1,0 days 00:01:23.246000,9.0,1.0,,,29.558,32.243,21.445,0 days 01:13:44.646000,0 days 01:14:16.889000,0 days 01:14:38.334000,,275.0,242.0,322.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:13:15.088000,2022-10-30 20:14:15.099,1,1.0,False,,False,True,83.246,83.24600000000001
9,0 days 01:16:01.591000,VER,1,0 days 00:01:23.257000,10.0,1.0,,,29.483,32.321,21.453,0 days 01:15:07.817000,0 days 01:15:40.138000,0 days 01:16:01.591000,280.0,276.0,242.0,323.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:14:38.334000,2022-10-30 20:15:38.345,1,1.0,False,,False,True,83.257,83.257
10,0 days 01:17:24.755000,VER,1,0 days 00:01:23.164000,11.0,1.0,,,29.547,32.138,21.479,0 days 01:16:31.138000,0 days 01:17:03.276000,0 days 01:17:24.755000,278.0,277.0,243.0,,False,SOFT,14.0,False,Red Bull Racing,0 days 01:16:01.591000,2022-10-30 20:17:01.602,1,1.0,False,,False,True,83.164,83.164
11,0 days 01:18:47.831000,VER,1,0 days 00:01:23.076000,12.0,1.0,,,29.488,32.113,21.475,0 days 01:17:54.243000,0 days 01:18:26.356000,0 days 01:18:47.831000,280.0,278.0,243.0,321.0,True,SOFT,15.0,False,Red Bull Racing,0 days 01:17:24.755000,2022-10-30 20:18:24.766,1,1.0,False,,False,True,83.076,83.076
12,0 days 01:20:10.940000,VER,1,0 days 00:01:23.109000,13.0,1.0,,,29.517,32.163,21.429,0 days 01:19:17.348000,0 days 01:19:49.511000,0 days 01:20:10.940000,,278.0,243.0,322.0,False,SOFT,16.0,False,Red Bull Racing,0 days 01:18:47.831000,2022-10-30 20:19:47.842,1,1.0,False,,False,True,83.109,83.109
13,0 days 01:21:33.996000,VER,1,0 days 00:01:23.056000,14.0,1.0,,,29.453,32.166,21.437,0 days 01:20:40.393000,0 days 01:21:12.559000,0 days 01:21:33.996000,279.0,278.0,243.0,323.0,True,SOFT,17.0,False,Red Bull Racing,0 days 01:20:10.940000,2022-10-30 20:21:10.951,1,1.0,False,,False,True,83.056,83.056
14,0 days 01:22:56.967000,VER,1,0 days 00:01:22.971000,15.0,1.0,,,29.447,32.05,21.474,0 days 01:22:03.443000,0 days 01:22:35.493000,0 days 01:22:56.967000,281.0,278.0,243.0,324.0,True,SOFT,18.0,False,Red Bull Racing,0 days 01:21:33.996000,2022-10-30 20:22:34.007,1,1.0,False,,False,True,82.971,82.971
