,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:04:28.310000,VER,1,0 days 00:01:41.724000,1.0,1.0,0 days 00:15:13.239000,,,36.216,26.263,,0 days 01:04:02.065000,0 days 01:04:28.409000,212.0,186.0,274.0,306.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:02:46.300000,2023-05-07 19:33:47.558,1,9.0,False,,False,False,101.724,
1,0 days 01:06:02.570000,VER,1,0 days 00:01:34.260000,2.0,1.0,,,32.857,35.277,26.126,0 days 01:05:01.145000,0 days 01:05:36.422000,0 days 01:06:02.548000,,184.0,271.0,295.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:04:28.310000,2023-05-07 19:35:29.568,1,8.0,False,,False,True,94.26,94.26
2,0 days 01:07:36.697000,VER,1,0 days 00:01:34.127000,3.0,1.0,,,32.337,35.896,25.894,0 days 01:06:34.885000,0 days 01:07:10.781000,0 days 01:07:36.675000,215.0,183.0,285.0,286.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:06:02.570000,2023-05-07 19:37:03.828,1,8.0,False,,False,True,94.127,94.12700000000001
3,0 days 01:09:09.632000,VER,1,0 days 00:01:32.935000,4.0,1.0,,,32.042,34.996,25.897,0 days 01:08:08.717000,0 days 01:08:43.713000,0 days 01:09:09.610000,213.0,185.0,273.0,309.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:07:36.697000,2023-05-07 19:38:37.955,1,6.0,False,,False,True,92.935,92.935
4,0 days 01:10:42.507000,VER,1,0 days 00:01:32.875000,5.0,1.0,,,32.029,34.998,25.848,0 days 01:09:41.639000,0 days 01:10:16.637000,0 days 01:10:42.485000,,186.0,274.0,309.0,True,HARD,5.0,True,Red Bull Racing,0 days 01:09:09.632000,2023-05-07 19:40:10.890,1,6.0,False,,False,True,92.875,92.875
5,0 days 01:12:15.260000,VER,1,0 days 00:01:32.753000,6.0,1.0,,,31.893,35.037,25.823,0 days 01:11:14.378000,0 days 01:11:49.415000,0 days 01:12:15.238000,211.0,185.0,281.0,307.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:10:42.507000,2023-05-07 19:41:43.765,1,6.0,False,,False,True,92.753,92.75300000000001
6,0 days 01:13:47.815000,VER,1,0 days 00:01:32.555000,7.0,1.0,,,31.915,34.921,25.719,0 days 01:12:47.153000,0 days 01:13:22.074000,0 days 01:13:47.793000,213.0,185.0,283.0,318.0,True,HARD,7.0,True,Red Bull Racing,0 days 01:12:15.260000,2023-05-07 19:43:16.518,1,6.0,False,,False,True,92.555,92.555
7,0 days 01:15:20.762000,VER,1,0 days 00:01:32.947000,8.0,1.0,,,32.196,35.116,25.635,0 days 01:14:19.989000,0 days 01:14:55.105000,0 days 01:15:20.740000,,186.0,280.0,337.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:13:47.815000,2023-05-07 19:44:49.073,1,5.0,False,,False,True,92.947,92.947
8,0 days 01:16:53.750000,VER,1,0 days 00:01:32.988000,9.0,1.0,,,31.89,35.221,25.877,0 days 01:15:52.630000,0 days 01:16:27.851000,0 days 01:16:53.728000,210.0,184.0,273.0,318.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:15:20.762000,2023-05-07 19:46:22.020,1,4.0,False,,False,True,92.988,92.98799999999999
9,0 days 01:18:26.490000,VER,1,0 days 00:01:32.740000,10.0,1.0,,,31.796,35.097,25.847,0 days 01:17:25.524000,0 days 01:18:00.621000,0 days 01:18:26.468000,213.0,187.0,273.0,307.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:16:53.750000,2023-05-07 19:47:55.008,1,4.0,False,,False,True,92.74,92.74000000000001
10,0 days 01:19:58.741000,VER,1,0 days 00:01:32.251000,11.0,1.0,,,31.481,34.914,25.856,0 days 01:18:57.949000,0 days 01:19:32.863000,0 days 01:19:58.719000,212.0,186.0,274.0,312.0,True,HARD,11.0,True,Red Bull Racing,0 days 01:18:26.490000,2023-05-07 19:49:27.748,1,4.0,False,,False,True,92.251,92.251
11,0 days 01:21:31.045000,VER,1,0 days 00:01:32.304000,12.0,1.0,,,31.628,34.885,25.791,0 days 01:20:30.347000,0 days 01:21:05.232000,0 days 01:21:31.023000,,186.0,276.0,314.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:19:58.741000,2023-05-07 19:50:59.999,1,4.0,False,,False,True,92.304,92.304
12,0 days 01:23:02.781000,VER,1,0 days 00:01:31.736000,13.0,1.0,,,31.561,34.698,25.477,0 days 01:22:02.584000,0 days 01:22:37.282000,0 days 01:23:02.759000,211.0,187.0,281.0,328.0,True,HARD,13.0,True,Red Bull Racing,0 days 01:21:31.045000,2023-05-07 19:52:32.303,1,4.0,False,,False,True,91.736,91.736
13,0 days 01:24:34.974000,VER,1,0 days 00:01:32.193000,14.0,1.0,,,31.857,34.654,25.682,0 days 01:23:34.616000,0 days 01:24:09.270000,0 days 01:24:34.952000,210.0,187.0,279.0,314.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:23:02.781000,2023-05-07 19:54:04.039,1,3.0,False,,False,True,92.193,92.193
