,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:04:15.961000,VER,1,0 days 00:01:39.019000,1.0,1.0,0 days 00:21:57.509000,,,42.414,23.842,,0 days 01:03:52.119000,0 days 01:04:16.010000,232.0,231.0,278.0,252.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:02:36.652000,2023-03-05 15:03:38.501,2,1.0,False,,False,False,99.019,
1,0 days 01:05:53.935000,VER,1,0 days 00:01:37.974000,2.0,1.0,,,31.342,42.504,24.128,0 days 01:04:47.303000,0 days 01:05:29.807000,0 days 01:05:53.935000,227.0,238.0,278.0,288.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:04:15.961000,2023-03-05 15:05:17.810,2,1.0,False,,False,True,97.974,97.974
2,0 days 01:07:31.941000,VER,1,0 days 00:01:38.006000,3.0,1.0,,,31.388,42.469,24.149,0 days 01:06:25.323000,0 days 01:07:07.792000,0 days 01:07:31.941000,,238.0,278.0,287.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:05:53.935000,2023-03-05 15:06:55.784,1,1.0,False,,False,True,98.006,98.006
3,0 days 01:09:09.917000,VER,1,0 days 00:01:37.976000,4.0,1.0,,,31.271,42.642,24.063,0 days 01:08:03.212000,0 days 01:08:45.854000,0 days 01:09:09.917000,228.0,238.0,278.0,289.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:07:31.941000,2023-03-05 15:08:33.790,1,1.0,False,,False,True,97.976,97.97600000000001
4,0 days 01:10:47.952000,VER,1,0 days 00:01:38.035000,5.0,1.0,,,31.244,42.724,24.067,0 days 01:09:41.161000,0 days 01:10:23.885000,0 days 01:10:47.952000,,239.0,278.0,290.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:09:09.917000,2023-03-05 15:10:11.766,1,1.0,False,,False,True,98.035,98.035
5,0 days 01:12:25.938000,VER,1,0 days 00:01:37.986000,6.0,1.0,,,31.341,42.632,24.013,0 days 01:11:19.293000,0 days 01:12:01.925000,0 days 01:12:25.938000,229.0,239.0,279.0,291.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:10:47.952000,2023-03-05 15:11:49.801,1,1.0,False,,False,True,97.986,97.986
6,0 days 01:14:03.959000,VER,1,0 days 00:01:38.021000,7.0,1.0,,,31.29,42.763,23.968,0 days 01:12:57.228000,0 days 01:13:39.991000,0 days 01:14:03.959000,230.0,239.0,279.0,293.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:12:25.938000,2023-03-05 15:13:27.787,1,1.0,False,,False,True,98.021,98.021
7,0 days 01:15:42.113000,VER,1,0 days 00:01:38.154000,8.0,1.0,,,31.291,42.833,24.03,0 days 01:14:35.250000,0 days 01:15:18.083000,0 days 01:15:42.113000,,240.0,279.0,,False,SOFT,11.0,False,Red Bull Racing,0 days 01:14:03.959000,2023-03-05 15:15:05.808,1,1.0,False,,False,True,98.154,98.154
8,0 days 01:17:20.391000,VER,1,0 days 00:01:38.278000,9.0,1.0,,,31.336,42.823,24.119,0 days 01:16:13.449000,0 days 01:16:56.272000,0 days 01:17:20.391000,229.0,242.0,279.0,,False,SOFT,12.0,False,Red Bull Racing,0 days 01:15:42.113000,2023-03-05 15:16:43.962,1,1.0,False,,False,True,98.278,98.27799999999999
9,0 days 01:18:58.760000,VER,1,0 days 00:01:38.369000,10.0,1.0,,,31.361,42.884,24.124,0 days 01:17:51.752000,0 days 01:18:34.636000,0 days 01:18:58.760000,230.0,242.0,279.0,,False,SOFT,13.0,False,Red Bull Racing,0 days 01:17:20.391000,2023-03-05 15:18:22.240,1,1.0,False,,False,True,98.369,98.369
10,0 days 01:20:37.243000,VER,1,0 days 00:01:38.483000,11.0,1.0,,,31.342,42.978,24.163,0 days 01:19:30.102000,0 days 01:20:13.080000,0 days 01:20:37.243000,,239.0,278.0,292.0,False,SOFT,14.0,False,Red Bull Racing,0 days 01:18:58.760000,2023-03-05 15:20:00.609,1,1.0,False,,False,True,98.483,98.48299999999999
11,0 days 01:22:15.834000,VER,1,0 days 00:01:38.591000,12.0,1.0,,,31.408,42.951,24.232,0 days 01:21:08.651000,0 days 01:21:51.602000,0 days 01:22:15.834000,231.0,241.0,278.0,294.0,False,SOFT,15.0,False,Red Bull Racing,0 days 01:20:37.243000,2023-03-05 15:21:39.092,1,1.0,False,,False,True,98.591,98.59100000000001
12,0 days 01:23:54.316000,VER,1,0 days 00:01:38.482000,13.0,1.0,,,31.389,42.907,24.186,0 days 01:22:47.223000,0 days 01:23:30.130000,0 days 01:23:54.316000,230.0,241.0,278.0,292.0,False,SOFT,16.0,False,Red Bull Racing,0 days 01:22:15.834000,2023-03-05 15:23:17.683,1,1.0,False,,False,True,98.482,98.482
13,0 days 01:25:35.611000,VER,1,0 days 00:01:41.295000,14.0,1.0,,0 days 01:25:33.830000,31.427,42.876,26.992,0 days 01:24:25.743000,0 days 01:25:08.619000,0 days 01:25:35.611000,229.0,241.0,,,False,SOFT,17.0,False,Red Bull Racing,0 days 01:23:54.316000,2023-03-05 15:24:56.165,1,1.0,False,,False,False,101.295,101.295
14,0 days 01:27:33.989000,VER,1,0 days 00:01:58.378000,15.0,2.0,0 days 01:25:58.127000,,51.854,42.629,23.895,0 days 01:26:27.465000,0 days 01:27:10.094000,0 days 01:27:33.989000,230.0,237.0,279.0,218.0,False,SOFT,1.0,False,Red Bull Racing,0 days 01:25:35.611000,2023-03-05 15:26:37.460,1,2.0,False,,False,False,118.378,118.378
15,0 days 01:29:11.790000,VER,1,0 days 00:01:37.801000,16.0,2.0,,,31.209,42.711,23.881,0 days 01:28:05.198000,0 days 01:28:47.909000,0 days 01:29:11.790000,231.0,236.0,280.0,287.0,True,SOFT,2.0,False,Red Bull Racing,0 days 01:27:33.989000,2023-03-05 15:28:35.838,1,2.0,False,,False,True,97.801,97.801
16,0 days 01:30:49.438000,VER,1,0 days 00:01:37.648000,17.0,2.0,,,31.17,42.623,23.855,0 days 01:29:42.960000,0 days 01:30:25.583000,0 days 01:30:49.438000,232.0,237.0,280.0,293.0,True,SOFT,3.0,False,Red Bull Racing,0 days 01:29:11.790000,2023-03-05 15:30:13.639,1,2.0,False,,False,True,97.648,97.64800000000001
17,0 days 01:32:27.052000,VER,1,0 days 00:01:37.614000,18.0,2.0,,,31.211,42.569,23.834,0 days 01:31:20.649000,0 days 01:32:03.218000,0 days 01:32:27.052000,,239.0,280.0,286.0,True,SOFT,4.0,False,Red Bull Racing,0 days 01:30:49.438000,2023-03-05 15:31:51.287,1,1.0,False,,False,True,97.614,97.614
