,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:04:21.784000,VER,1,0 days 00:01:41.343000,1.0,1.0,0 days 00:26:15.778000,,,40.647,33.198,,0 days 01:03:48.590000,0 days 01:04:21.879000,212.0,181.0,199.0,302.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:40.170000,2022-10-23 19:03:40.181,2,1.0,False,,False,False,101.343,
1,0 days 01:06:03.480000,VER,1,0 days 00:01:41.696000,2.0,1.0,,,27.804,40.703,33.189,0 days 01:04:49.588000,0 days 01:05:30.291000,0 days 01:06:03.480000,205.0,179.0,199.0,304.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:04:21.784000,2022-10-23 19:05:21.795,1,1.0,False,,False,True,101.696,101.696
2,0 days 01:07:45.373000,VER,1,0 days 00:01:41.893000,3.0,1.0,,,27.91,40.636,33.347,0 days 01:06:31.390000,0 days 01:07:12.026000,0 days 01:07:45.373000,202.0,180.0,197.0,303.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:06:03.480000,2022-10-23 19:07:03.491,1,1.0,False,,False,True,101.893,101.893
3,0 days 01:09:27.954000,VER,1,0 days 00:01:42.581000,4.0,1.0,,,28.03,40.805,33.746,0 days 01:08:13.403000,0 days 01:08:54.208000,0 days 01:09:27.954000,199.0,178.0,197.0,303.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:07:45.373000,2022-10-23 19:08:45.384,1,1.0,False,,False,True,102.581,102.58100000000002
4,0 days 01:11:10.824000,VER,1,0 days 00:01:42.870000,5.0,1.0,,,28.203,41.199,33.468,0 days 01:09:56.157000,0 days 01:10:37.356000,0 days 01:11:10.824000,,177.0,198.0,301.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:09:27.954000,2022-10-23 19:10:27.965,1,1.0,False,,False,True,102.87,102.87
5,0 days 01:12:53.650000,VER,1,0 days 00:01:42.826000,6.0,1.0,,,28.026,41.091,33.709,0 days 01:11:38.850000,0 days 01:12:19.941000,0 days 01:12:53.650000,200.0,176.0,197.0,304.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:11:10.824000,2022-10-23 19:12:10.835,1,1.0,False,,False,True,102.826,102.82600000000001
6,0 days 01:14:35.964000,VER,1,0 days 00:01:42.314000,7.0,1.0,,,27.879,40.93,33.505,0 days 01:13:21.529000,0 days 01:14:02.459000,0 days 01:14:35.964000,202.0,178.0,197.0,305.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:12:53.650000,2022-10-23 19:13:53.661,1,1.0,False,,False,True,102.314,102.314
7,0 days 01:16:18.794000,VER,1,0 days 00:01:42.830000,8.0,1.0,,,28.139,41.029,33.662,0 days 01:15:04.103000,0 days 01:15:45.132000,0 days 01:16:18.794000,199.0,175.0,197.0,305.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:14:35.964000,2022-10-23 19:15:35.975,1,1.0,False,,False,True,102.83,102.83000000000001
8,0 days 01:18:01.206000,VER,1,0 days 00:01:42.412000,9.0,1.0,,,27.87,40.943,33.599,0 days 01:16:46.664000,0 days 01:17:27.607000,0 days 01:18:01.206000,201.0,177.0,198.0,305.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:16:18.794000,2022-10-23 19:17:18.805,1,1.0,False,,False,True,102.412,102.412
9,0 days 01:19:43.698000,VER,1,0 days 00:01:42.492000,10.0,1.0,,,27.827,41.055,33.61,0 days 01:18:29.033000,0 days 01:19:10.088000,0 days 01:19:43.698000,202.0,179.0,198.0,303.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:18:01.206000,2022-10-23 19:19:01.217,1,1.0,False,,False,True,102.492,102.492
