,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 01:04:48.064000,VER,1,0 days 00:02:03.282000,1.0,1.0,0 days 00:26:01.312000,,,55.474,31.348,,0 days 01:04:16.765000,0 days 01:04:48.065000,339.0,173.0,209.0,293.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:02:44.500000,2022-08-28 13:03:44.580,2,8.0,False,,False,False,123.282,
1,0 days 01:07:07.581000,VER,1,0 days 00:02:19.517000,2.0,1.0,,,32.009,64.504,43.004,0 days 01:05:20.074000,0 days 01:06:24.578000,0 days 01:07:07.582000,321.0,143.0,163.0,313.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:04:48.064000,2022-08-28 13:05:48.144,24,8.0,False,,False,False,139.517,139.517
2,0 days 01:10:11.606000,VER,1,,3.0,1.0,,,47.227,83.243,53.575,0 days 01:07:54.789000,0 days 01:09:18.074000,0 days 01:10:11.678000,213.0,109.0,132.0,287.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:07:07.581000,2022-08-28 13:08:07.661,4,8.0,False,,False,False,,184.04500000000002
3,0 days 01:13:08.056000,VER,1,,4.0,1.0,,,48.681,78.407,49.372,0 days 01:11:00.371000,0 days 01:12:18.781000,0 days 01:13:08.213000,149.0,85.0,214.0,278.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:10:11.606000,2022-08-28 13:11:11.686,4,8.0,False,,False,False,,176.45999999999998
4,0 days 01:15:02.007000,VER,1,0 days 00:01:53.951000,5.0,1.0,,,32.124,51.49,30.337,0 days 01:13:40.181000,0 days 01:14:31.671000,0 days 01:15:02.008000,321.0,187.0,209.0,313.0,True,SOFT,5.0,True,Red Bull Racing,0 days 01:13:08.056000,2022-08-28 13:14:08.136,1,6.0,False,,False,False,113.951,113.95100000000001
5,0 days 01:16:55.755000,VER,1,0 days 00:01:53.748000,6.0,1.0,,,32.15,51.344,30.254,0 days 01:15:34.158000,0 days 01:16:25.502000,0 days 01:16:55.756000,323.0,183.0,211.0,311.0,True,SOFT,6.0,True,Red Bull Racing,0 days 01:15:02.007000,2022-08-28 13:16:02.087,1,5.0,False,,False,True,113.748,113.748
6,0 days 01:18:47.709000,VER,1,0 days 00:01:51.954000,7.0,1.0,,,31.671,49.935,30.348,0 days 01:17:27.427000,0 days 01:18:17.362000,0 days 01:18:47.710000,339.0,188.0,211.0,312.0,True,SOFT,7.0,True,Red Bull Racing,0 days 01:16:55.755000,2022-08-28 13:17:55.835,1,4.0,False,,False,True,111.954,111.954
7,0 days 01:20:40.350000,VER,1,0 days 00:01:52.641000,8.0,1.0,,,31.665,50.392,30.584,0 days 01:19:19.375000,0 days 01:20:09.767000,0 days 01:20:40.351000,342.0,187.0,208.0,310.0,False,SOFT,8.0,True,Red Bull Racing,0 days 01:18:47.709000,2022-08-28 13:19:47.789,1,3.0,False,,False,True,112.641,112.641
8,0 days 01:22:33.882000,VER,1,0 days 00:01:53.532000,9.0,1.0,,,32.256,50.63,30.646,0 days 01:21:12.607000,0 days 01:22:03.237000,0 days 01:22:33.883000,320.0,186.0,209.0,308.0,False,SOFT,9.0,True,Red Bull Racing,0 days 01:20:40.350000,2022-08-28 13:21:40.430,1,3.0,False,,False,True,113.532,113.532
9,0 days 01:24:27.851000,VER,1,0 days 00:01:53.969000,10.0,1.0,,,32.284,50.975,30.71,0 days 01:23:06.167000,0 days 01:23:57.142000,0 days 01:24:27.852000,,179.0,209.0,311.0,False,SOFT,10.0,True,Red Bull Racing,0 days 01:22:33.882000,2022-08-28 13:23:33.962,1,3.0,False,,False,True,113.969,113.969
10,0 days 01:26:22.485000,VER,1,0 days 00:01:54.634000,11.0,1.0,,,31.967,51.966,30.701,0 days 01:24:59.819000,0 days 01:25:51.785000,0 days 01:26:22.486000,339.0,181.0,211.0,313.0,False,SOFT,11.0,True,Red Bull Racing,0 days 01:24:27.851000,2022-08-28 13:25:27.931,1,2.0,False,,False,True,114.634,114.63399999999999
11,0 days 01:28:15.643000,VER,1,0 days 00:01:53.158000,12.0,1.0,,,32.002,50.429,30.727,0 days 01:26:54.488000,0 days 01:27:44.917000,0 days 01:28:15.644000,338.0,185.0,208.0,,False,SOFT,12.0,True,Red Bull Racing,0 days 01:26:22.485000,2022-08-28 13:27:22.565,1,1.0,False,,False,True,113.158,113.15800000000002
12,0 days 01:30:09.371000,VER,1,0 days 00:01:53.728000,13.0,1.0,,,32.375,50.545,30.808,0 days 01:28:48.019000,0 days 01:29:38.564000,0 days 01:30:09.372000,316.0,184.0,208.0,309.0,False,SOFT,13.0,True,Red Bull Racing,0 days 01:28:15.643000,2022-08-28 13:29:15.723,1,1.0,False,,False,True,113.728,113.72800000000001
13,0 days 01:32:03.269000,VER,1,0 days 00:01:53.898000,14.0,1.0,,,32.403,50.608,30.887,0 days 01:30:41.775000,0 days 01:31:32.383000,0 days 01:32:03.270000,314.0,181.0,208.0,,False,SOFT,14.0,True,Red Bull Racing,0 days 01:30:09.371000,2022-08-28 13:31:09.451,1,1.0,False,,False,True,113.898,113.898
14,0 days 01:34:01.089000,VER,1,0 days 00:01:57.820000,15.0,1.0,,0 days 01:33:57.329000,32.398,50.474,34.948,0 days 01:32:35.668000,0 days 01:33:26.142000,0 days 01:34:01.090000,,182.0,,,False,SOFT,15.0,True,Red Bull Racing,0 days 01:32:03.269000,2022-08-28 13:33:03.349,1,1.0,False,,False,False,117.82,117.82
15,0 days 01:36:06.213000,VER,1,0 days 00:02:05.124000,16.0,2.0,0 days 01:34:20.284000,,46.178,48.816,30.13,0 days 01:34:47.268000,0 days 01:35:36.084000,0 days 01:36:06.214000,313.0,196.0,214.0,308.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:34:01.089000,2022-08-28 13:35:01.169,1,2.0,False,,False,False,125.124,125.124
16,0 days 01:37:56.960000,VER,1,0 days 00:01:50.747000,17.0,2.0,,,31.876,48.828,30.043,0 days 01:36:38.090000,0 days 01:37:26.918000,0 days 01:37:56.961000,320.0,188.0,214.0,311.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:36:06.213000,2022-08-28 13:37:06.293,1,2.0,False,,False,True,110.747,110.74700000000001
17,0 days 01:39:48.008000,VER,1,0 days 00:01:51.048000,18.0,2.0,,,31.597,49.219,30.232,0 days 01:38:28.558000,0 days 01:39:17.777000,0 days 01:39:48.009000,340.0,191.0,211.0,313.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:37:56.960000,2022-08-28 13:38:57.040,1,1.0,False,,False,True,111.048,111.048
18,0 days 01:41:39.921000,VER,1,0 days 00:01:51.913000,19.0,2.0,,,32.163,49.387,30.363,0 days 01:40:20.172000,0 days 01:41:09.559000,0 days 01:41:39.922000,314.0,191.0,211.0,307.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:39:48.008000,2022-08-28 13:40:48.088,1,1.0,False,,False,True,111.913,111.913
19,0 days 01:43:32.129000,VER,1,0 days 00:01:52.208000,20.0,2.0,,,32.156,49.617,30.435,0 days 01:42:12.078000,0 days 01:43:01.695000,0 days 01:43:32.130000,316.0,186.0,210.0,308.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:41:39.921000,2022-08-28 13:42:40.001,1,1.0,False,,False,True,112.208,112.208
20,0 days 01:45:24.304000,VER,1,0 days 00:01:52.175000,21.0,2.0,,,32.197,49.551,30.427,0 days 01:44:04.327000,0 days 01:44:53.878000,0 days 01:45:24.305000,314.0,189.0,211.0,,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:43:32.129000,2022-08-28 13:44:32.209,1,1.0,False,,False,True,112.175,112.17500000000001
21,0 days 01:47:16.686000,VER,1,0 days 00:01:52.382000,22.0,2.0,,,32.258,49.647,30.477,0 days 01:45:56.563000,0 days 01:46:46.210000,0 days 01:47:16.687000,316.0,189.0,211.0,307.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:45:24.304000,2022-08-28 13:46:24.384,1,1.0,False,,False,True,112.382,112.382
22,0 days 01:49:08.959000,VER,1,0 days 00:01:52.273000,23.0,2.0,,,32.25,49.641,30.382,0 days 01:47:48.937000,0 days 01:48:38.578000,0 days 01:49:08.960000,314.0,187.0,211.0,309.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:47:16.686000,2022-08-28 13:48:16.766,1,1.0,False,,False,True,112.273,112.273
23,0 days 01:51:01.426000,VER,1,0 days 00:01:52.467000,24.0,2.0,,,32.197,49.849,30.421,0 days 01:49:41.157000,0 days 01:50:31.006000,0 days 01:51:01.427000,317.0,184.0,210.0,310.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:49:08.959000,2022-08-28 13:50:09.039,1,1.0,False,,False,True,112.467,112.46699999999998
